car,score,content
2025 폭스바겐 아틀라스,9.83,"전반적으로 부드러운 주행감, 5미터가 넘는데 특이할정도로 유턴각이 좁음, 너무 조용해서 하부 소리 간혹들림, 6인승기준 광활하고 쾌적함."
2025 폭스바겐 아틀라스,8.83,배기량에 비해 연비가 좋고 공간이 넓은 장점. 크지만 중간 suv 운전하는 느낌
2025 현대 코나 일렉트릭,7.00,장거리 최악 전비 안좋음 배터리 용량 낮음 그냥 시내 뽈뽈이로 좋음 그저그럼
2025 현대 코나 일렉트릭,9.83,전체적으로 아주 좋습니다. 전기차 인스퍼레이션 19인치로 출고 했는데 실제 전비는 공인 전비 보다 훨씬 잘 나오고 완충에서 화면에 410km로 표시 되고 회생 제동 1단으로 다니는데 실 주행 거리는 450이상 나오는거 같아요 저속에서 가상 사운드가 좀 거슬리기는 하는데 차후 소프트웨어 업데이트에 사운드 강도 조절이 적용 되면 더 좋을 거 같습니다. 현대차는 처음으로 신차 출고 했는데 대만족 입니다.
2025 현대 코나 일렉트릭,8.17,실주행 550 전비 8.7 ev3 옵션넣으려고하면 얘보다 비싼데 나쁘지않은거같아요
2025 현대 코나 일렉트릭,8.67,귀여움 대체로 무난 옵션 많이 넣을걸 생각이 듬 전기차는 옵션 많이 넣어야 좋은 듯
2025 현대 코나 일렉트릭,10.00,"이제 운행한지 한달 남짓인데 안전성, 디자인, 주행거리, 다양한 합리적인 가격의 옵션 그리고 저렴한? 운행비용 등 모두 만족합니다 전기차 입문용으로는 딱 인듯 싶네요 비교하면 끝도 없지만 전기차 전용플랫폼이 아니어서 초고속 충전이 다소 아쉬운 부분이면 부분이랄까... 소음이 없다보니 파킹브레이크 전환시 체결되는 소리가 상대적으로 크게 들려요 ㅎ (철컥 끼~이이익~첵) 아무 문제없이 오래오래 타고 다니고 싶네요"
2025 현대 코나 일렉트릭,8.00,도심출퇴근용으로는 아주 좋아요 주행거리가 조금 떨어져 충전이 조금 귀찮기는 하네요 주행거리말고는 아주 만족하고 있어요
2025 현대 코나 일렉트릭,9.33,주행할때 승차감이 너무 부드럽고 고속으로 주행할때 안정감도 좋아요 아주 만족합니다~
2025 현대 코나 일렉트릭,9.17,넘 좋지만 거리가 아쉬워요~~!! 품질도 좋고 디자인측면도 너무 좋고 무리없이 잘 타구다녀요 정말 추천이에요 가격은 부담스러울순 있어요
2025 현대 코나 일렉트릭,8.33,전체적으로 만족해요 모자랄거없이 적당히 충분한차라생각해요 만족합니다....
2025 현대 코나 일렉트릭,9.83,주행거리도 길고 충전속도도 빠르고 가성비 너무 좋아요```````````````````````````
2025 지프 랭글러 4XE,7.83,늘 신차타는 느낌! 상대차량 그리고 지나는 분들에게 가장 우호적인 반응을 받는 차량인것 같습니다. 탈때마다 감사.....
2025 지프 랭글러 4XE,8.33,연비빼고 다 좋은 차 그돈씨가 먹히지않는 디자인 어딜가든 주목받는 존재감
2025 지프 랭글러 4XE,7.33,연비는 않좋아요. 하지만 특별한 감성이 더 좋아요. 사하라지만 Offload 가능해요.
2025 지프 랭글러 4XE,8.67,"개성있는 디자인이라 독보적임. 타 차량과 차별화 되는 점이 최대 장점이나, 비싼 가격과 만만치 않은 AS가 단점임 그래도 개인적으로 만족함"
2025 지프 랭글러 4XE,9.17,"감성에 차서 운전가능 삐그덕거리기도 하고 비가 샐수도 있지만 감성하나로 커버 스포츠라 직물시트이지만 액슬도 없지만 보기에는 사하라, 루비콘인줄 알고 8천만원 넘는 비싼차로 봐줌 참고로 스포츠는 뚜껑에 방열이 전혀없어 여름에 실외주차하고 차에타면 얼굴부분이 뜨끈뜨끈함"
2025 지프 랭글러 4XE,8.00,1. 바라보면 흐뭇해지는 디자인 2. 타보면 살짝 갸우뚱해지는 실내. 3. 뚜껑 따면 신세계. 4. 시동 걸면 설레는 마음. 5. 운전하면 부러울 것도 무서울 것도 없음.
2025 지프 랭글러 4XE,9.83,연비주행따로안해도 13 정도는 꾸준히나와주고 승차감 하차감 너무 만족중입니다 언제든 편하게 풀 뚜따가 가능한게.가장큰 장점이에영
2025 지프 랭글러 4XE,8.00,"실제로 타보니 디자인 생각만큼 좋고, 승차감 생각보다 좋고, 연비는 생각대로 그럭저럭.. 출근길엔 여행 가는 기분이 들고, 퇴근길엔 뚜따하고 스트레스 해소됨. 좋다, 안 좋다 해도 살 사람은 사는 차/ 가격대도 올라서 이젠 아무나 못 타는 차/ 몇 년 지나면 구형이 되는 차들과는 달리 시간이 지나도 랭글러는 그냥 랭글러/ 비교되는 차도 없거니와 의외로 남녀노소 다 좋아하는 차"
2025 지프 랭글러 4XE,7.33,진짜 디자인만점으로 타는 차 타면 기분은 좋지만 오래 타면 피로도가 좀 있고 연비가 불만족. 그외 이쁨으로 커버
2025 지프 랭글러 4XE,9.00,승차감은 다른 SUV와 차이가 없음 차체의 멋진 각 디자인 때문에 풍절음 감수해야함 주행성능 잘 나감 편의 옵션은 부족함 파워탑으로 오픈에어링의 극치를 맛봄 한겨울에도 열고 싶은 충동 영상 날씨엔 히터키고 오픈 가능 비교차량이 없음 간지와 감성은 특급 보너스
2025 현대 아이오닉 5,8.17,가격대비 내장인테리어 재질이 다소 저렴해보이긴함 차량 자체는 너무 좋음 엄청 조용하고 가속력도 좋고 시내에서 과할정도의 출력이나옴 가죽 질은 엄청 좋음
2025 현대 아이오닉 5,9.50,전기차란 특성때문에 가격이 있지만 다른전기차에 비하면 좋음 팔방미인 hda2 엄청만족스러움
2025 현대 아이오닉 5,7.33,"장점 디자인 정숙성 단점 회전반경 커서.유턴 힘듬 가격 비쌈, CCNC 업데이트 최악"
2025 현대 아이오닉 5,6.67,특별히 부족하게 느껴지는 부분은 없지만.. 전기차이기 때문에 갖는 한계가 보여지고 내연기관을 오랜기간 운전한 습관으로 인한 이질감이 큰것으로 생각됨.
2025 현대 아이오닉 5,9.50,"트렁크 작고, 충전구 들뜸 고질병있는것 말고는 만족합니다. 보조금 안받고 사긴 힘들것 같아요."
2025 현대 아이오닉 5,8.83,가격 디자인빼고 성능 정숙성은 만족함. 차가커서 주차시 불편함 충전시 불편함도 없음
2025 현대 아이오닉 5,8.83,딱히 가격말고 이만한 차정도면 좋다고 생각됩니당 고속연비는 좋은편은 아니나 시내에서 정말좋네용
2025 현대 아이오닉 5,9.83,"페리오닉2륜 롱레인지 프레스티지...전에 g80 운행하다 몰아보니 실내고급감, 하차감 제외하고 전반적으로 만족합니다 유지비,세금 저렴하고 세단과 suv의 중간 높이로 타고 내리기 편하고 전기차 특유의 낮고 무거운 저중심 설계로 코너링도 어지간한 세단보다 좋아요 4륜과 고민했는데 2륜도 일상주행에서는 충분합니다 이제는 내연기관으로 돌아가지 못할것 같아요^^"
2025 현대 아이오닉 5,9.00,뭘 해도 허리가 불편해서 요추 배게 필수임 그거 빼고 다 만족 아 그리고 너무 조용해서 노래 안 틀면 안됨
2025 현대 아이오닉 5,5.00,전기차의 장점은 서술하지않겠음 단점으로 가장 큰것은 동일 가격에 볼수 없는 싼마이 소재 온통 플라스틱 도배이며 시트도 그런지 장거리 주행시 엉덩이 아픔 2열 승객도 시트의 불편함 호소함 전동식 스티어링도 없으며 스피커도 엉망 HDA주행시 뱀처럼 좌우로 왔다갔다하며 주행
2025 기아 모닝,8.50,모닝 가격이 경차라는 개념으로 보기엔 너무 올라서 조금 아쉽지만 출퇴근용이나 동네 나들이용으로 민족하며 잘 타고 있습니다
2025 기아 모닝,10.00,터보만있으면 대만족합니다 마력이 작아서 좀 아쉬워요 ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ
2025 기아 모닝,8.83,전체적으로 만족하는 편이다. 경차 특성상 매우 경제적이고 연비도 잘나옴. 디자인도 너무 이쁘고 실내도 비좁다는 느낌 없이 예쁘고 아늑하다. 아무래도 차가 작다보니 힘이약해서 오르막길 치고 올라가는게 잘안되고 속도가 잘 안남. 곤란 할때가 있음 ㅋㅋㅋ 소음때문에 쉽게 피로해져서 장거리는 무리무리
2025 기아 모닝,10.00,"경형 스포츠 쿠페! 성능상 아쉬운점은 경차라는것을 감안하면, 국내 경차중 최고의 주행감을 가졌다고 생각합니다.. 터보가 없어서 아쉬울 수 도 있겠지만 자연흡기의 안정성이 터보의 수리비용을 생각하면 결코 나쁘지 않다고 생각합니다! 타보면 압니다! 생각보다 이거 괜찮네 이거! .. 그리고 옵션을 다 갖추니까 정말 탈만합니다!!!!"
2025 기아 모닝,10.00,소형차에서는 당연 1위라 생각됨 강력추천 드립니다 저도 가끔씩 타고있지만 저의 아내의 차량으로 동네 지역을 다닐 때 유용함
2025 기아 모닝,10.00,좋아요~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
2025 기아 모닝,10.00,디자인 바뀌면서 단탄하면서 작아도 야무지게 보입니다 연비가 정말 잘 나와요
2025 기아 모닝,8.33,"세컨카로는 좋음, 주차 및 주행시, 시내주행은 좋으나 언덕을 오를때 탄력받지 않으면 오르막길에서 약간 힘이 띨림"
2025 기아 모닝,10.00,모닝이 디자인도 이쁘고 겉모습 안 내부까지 정말 괜찮아요 경차로선 완전 잘 나온거 같아요
2025 기아 모닝,8.50,그냥 경차로서 여러가지 혜택과 골목이곳저곳 좁은길이라도 못들어가는곳이 없고 주차도 넘쉽고 걍편함
2025 람보르기니 레부엘토,8.50,"발전 했지만 여전히 부족한 전장 시스템. 전작 대비 거주성, 운전편의성 좋아짐. 리프트 기능은 10미리만 더 높였으면"
2025 기아 K9,9.33,전체적으로 만족해요. 연비가 첨탈땐 아쉽지만 타다보니 적응햇나.. 아직도 적응 안되는건 k9이라는 이름… 모하비나 스팅어처럼 독자엠블럼에 오피러스 or 엔터프라이즈같은 이름 썻으면 좋앗을지도… k시리즈 쓴건 참….
2025 기아 K9,9.83,처음에 연비가 걱정스러운거는 사실이었으나 장거리 주행이 많은 저에게는 그렇게까지 부담스럽지않습니다.
2025 기아 K9,9.33,가성비 최고의 자동차입니다. 가족들을 위한 승용차중 최고의 실내공간이라생각합니다.
2025 기아 K9,9.33,Good car. . . . . . . . . . . . . . . .
2025 기아 K9,8.50,아주좋아요 가성비 짱입니다 적극 추천합니다 3.3터보라 그렇게 저럼하게 구입하진 못했어요
2025 기아 K9,8.50,이시대에 6기통 고배기량 자연흡기 후륜 토크컨버터 파워유닛을 살수 있다니 감사할 뿐입니다 물리 공조기와 기어봉 그리고 독립형 계기판으로 구성된 실내는 말그대로 감동입니다 다만 이 모든 장점을 한방에 날려버리는 후면 리어램프 디자인은 정말 슬프네요
2025 기아 K9,9.50,중고감가 또는 남들 이목 생각한다면 G80 그딴거 필요없이 그냥 좋은차 타고싶다면 K9 타본사람만 안다는 K9 가성비며 승차감 정숙성 만족 플래그쉽 가솔린 대형세단 운행하면서 연비로 별점 깎이는건 좀 아닌거 같아요. 감안하고 타야죠~ G80 < K9 < G90 이렇게 등급 나누는게 맞을것 같네요
2025 기아 K9,9.00,"차 크고 편하고 편의장비 많고 주행보조 많고 부드럽고 승차감 좋고 주행성 좋고 매우 만족함. 디자인이 별로다는 얘기가 많은데 개인적으로 매우 만족함. 중후하고 클래식한 감성의 디자인, 성능이 매우 만족스러움. 연비는 조금 아쉬운 부분이 있지만 배기량 생각하면 나쁘지 않은 정도."
2025 기아 K9,7.83,타보고 싶은 차... 구매해서 잘 타고 있습니다 타보고 싶은 차... 구매해서 잘 타고 있습니다
2025 기아 K9,5.33,차가 똑바로 못갑니다. 어떨땐 좌측으로 어떨땐 우측으로 갑자기 차가 흘러요.고속도로에서 운전하기 많이 피곤하네요.연간 냉간 할거없이 정차시에 부조하듯 떨어요.의자가 저와 안맞아서 허리도 너무 아프네요. 주유후 연비계산이 기본으로 되는데 시동 킬때마다 리셋되어 있네요.정비 예약도 3~4주 기다려야 합니다. 새차사고 2000킬로미터 탔는데 도무지 정이 안가네요.제차량만 그런거겠죠?
2025 BYD T4K,7.50,전반적으로 가격대비 화물차용도는괜찮읍니다 다만 승차감은 다소 불편함이있읍니다 쇼바가아닌 판스프링이라 비포장도로에서는 상당히 튀기는 현상이 있구여 짐을 많이실으면 그나마 조금난거같읍니다 제동능력또한 다소 떨어집니다 급 브레이크시 차가 밀리는 현상이있읍니다 가정용 충전기사용시 장시간이 오바되면 방전되기때문에 완충전에 뽑아놔야됩니다 문닫힘 또한 새게닫아야닫이는 현상이있읍니다 이또한 창쪽에 에어빠지게되있어야되는데 이것이없다보니 문을 새게 닫아야 닫입니다. 괴외 다른부분은 만족합니다
2025 BYD T4K,9.00,인테리어 현장용으로 충전여건이 좋다면 강력추천. 유지비 겁나게 줄어듭니다. 1만키로를 향해가고있는 현재 대단히 만족스럽습니다.
2025 BYD T4K,8.67,"적정가격,품질가성비굳,편안한운전환경기타등등 이정도면확실히거의모든면에서만족합니다."
2025 BYD T4K,10.00,타보기전에는 중국차. 국뽕빼고접근하자구요. 현기ev전기차는밧데리가 용량이부족.. 현기ev전기자는 순수전기차디자인도아니구. 이넘은 한마디두마디로 잘삿다. 서비스도 지엠에서. 외쿡차니깐. 한번 용기내서 타보슈. 뭔가 다르긴달라요.
2025 BYD T4K,9.50,Good very good very well and good 👍 and good
2025 BYD T4K,2.50,화물전기차구매는 일과 관련되서는 절대 구매하지 말아야함 승용 용도는 괜찮음
2025 BMW XM,9.83,데일리카로도 좋고 가족여행으로도 좋습니다. 연비또한 왠만한 출퇴근 거리는 전기로 모두 커버 가능합니다. 가격이 다소 있지만 그것이상 매력적인 자동차 입니다.
2025 BMW XM,9.33,이차는 달릴때 진가가 발휘 됩니다 연비는 m모드 놓으면 5~6 정도 나오는 도심에서 전기로 대충 다니면서 보니평균9~10 정도전 나옵니다 차가 크다보니 주차 하기가 불편한건 사실이고 사스 있으면 좋은데 사제 달았다가 as안되면 좀 걱정거리입니다 그냥 지나가는 걸로만 위협적인 차 입니다
2025 BMW XM,9.83,편한거는 레인지로버 p530 그러나 타고 다니는거는xm 카이엔 비교대상안됨 못사니까 그돈이면 이거사네저거사네... 타보면 가성비.하차감.드라이빙 최고
2025 BMW XM,10.00,"미친 차 입니다. G바디 m4컨버 2년 몰고있는데, 와이프 차 바꿔주려고 샀어요 카쿱s하브와 g63 amg랑 비교했습니다. 시승 다해봤고, 이돈씨 하면서 우르스까지 생각했는데 제가 돈이 없다는걸 깜박했네요 ㅋㅋㅋㅋ 현실적인 sav 입니다. 사이드스텝 없는거빼곤 모든게 만족스러워요 시트도 아주 고급지고 편안하고 달릴때도 잘가고 잘서고 다좋습니다 대신 안좋은점… 방음 좀 제대로 해주세요 진짜 2억 넘는차에 풍절음 너무 심하네요 1달 타다가 도저히 안되겠다 싶어서 스피커랑 방음 600들여 바꾸니 차가 달라지네요 진짜 ㅋㅋㅋ 이런거좀 아끼지맙시다.. 차가 너무 커서 주차장에서 리모콘으로 원격으로 앞으로 빼주는거만 있으면 참 완벽할텐데… 좀 아쉬워요 아, 안타본 사람들이 항상 말하는게 xm 감가심하고 그돈이면 카이엔 뽑네 이러는데 ㅋㅋㅋㅋ 돈있으면 걍 xm 뽑으세요 포르쉐따위 마크떼면 비교도 안됩니다 정말"
2025 BMW XM,10.00,디자인 박살나고 가오잡을때 훌륭함 우주명차 비엠처음사봤는데 비엠짱짱!!
2025 BMW XM,6.67,예상대로 승차감 딱딱. 편의사양 부족(트렁크발로 열기 등) 사이드스텝 필요함. 열선기능(핸들.좌석) 켜기 외부로 빼놓기
2025 BMW XM,9.33,레드 라벨이라 간지 있고 성능도 좋고 다 좋은데 메트가 차가격에 비해 업그레이드 해주면 좋겠네요 따로 사재를 샀지만 처음부터 신경 써주세요 아 평소에는 전기차 처럼 쓰니까 기름값 부담 없는것도 좋네요
2025 BMW XM,10.00,xm의 찐은 1000km 지난후 부터~ 종합적인 평가를 내릴수 있네요~ 전비로만~120km까지 고급유또한 괜찮은 연비~ 폭팔적 성능~ 환상의 코너링~ 승차감은 ~ m특유의 하드함~ 등등 100점 만점에. 가격 빼고 99점!!
2025 BMW XM,9.33,V8의 웅장함과 조용한 전기모드가 잘 조합되어 연비 출력 실내공간 모두를 담은 차
2025 BMW XM,9.67,"성능 과 인테리어 소재를 감안 할 때 타 브랜드 대비 뿐만 아니라 BMW 내 에서도 가성비 차량이라고 생각되어 구매했습니다. M에서 기대할 감성은 살짝 떨어지는 것도 사실이지만, 서스펜션을 컴포트에서 스포츠로 바꾸는 순간 제대로 된 스포츠성을 보여줍니다.(suv 라는 사실이 지워집니다) 전기 충전 안된 상태에서도 100-200km 대 까지 시원한 가속력을 보여주네요. 기본 세팅 상태에서도 suv답지 않게 코너에서 가속 페달 밟게 되는 차량입니다."
2026 현대 아반떼 하이브리드,8.83,뻥연비의 현기차에서 그나마 좀 정직해지려는 노력을 하는구나 싶은 차~ 가성비가 좋다고 생각할수 밖에 없는 현시점의 차.
2026 현대 아반떼 하이브리드,8.67,"엔진음 시끄럽고 엔진-모터 전환, 회생제동-브레이크 연결시 꿀렁거림이 거슬리긴 하지만 연비가 모든걸 용서시킴."
2026 현대 아반떼 하이브리드,9.33,"저는 살아생전 자동차를 구매한 적이 없었습니다. 2025년에 나이 29세로 면허를 취득헀고요, 취업시 필요해서 .. 주거 형태상 자동차를 구매하게 되었습니다. 목적은 출,퇴근 가끔씩 단 중거리 주행용 이구요. 한달에 800km 정도 탔네요 지금 보니, 저는 하이브리드 N 라인 타고 있어요 디자인은 일단 말할 것도 없고 너무 깔끔하고 예쁘고, 연비는 고속도로 타력 + 감속주행 해서 31.1km/L 찍어 봤습니다. 깜짝 놀랬습니다 . 솔직히 한달 800 km 정도 타는데 유류비 5만원 정도면 충분하고요, 하이브리드라 차 값 자체가 비싸긴 해도, 오래 탈 거 생각하면 그 값어치 한다고 생각합니다. 제가 기존에 자동차가 없었어서 비교대상이 없지만. 충분히 매력적이 차라고 생각해요."
2026 현대 아반떼 하이브리드,9.67,하이브리드라 조묭하고 가성비가 좋읍니다. 디자인도 보면 볼수록 실증나지 않아요
2026 현대 아반떼 하이브리드,9.33,디자인도 이쁘지만 이 차의 장점은 가성비가 좋고 차급대비 실내공간이 아주 잘빠졌습니다. 가장큰 장점은 연비입니다. 기름통에 거미줄 칩니다.
2026 현대 아반떼 하이브리드,9.83,"연비깡패. 디자인, 편리함. 다만 소형차의 한계는 있음. 6번째 찬데 가장 만족."
2026 현대 아반떼 하이브리드,8.00,연비 너무 안나옴. 많이나와봐야 21~22인데 30넘기는사람들은 대체..
2026 현대 아반떼 하이브리드,9.83,고속 주행 시 기본 30km이상 나오고 시내 주행 시에도 기본 20km이상 나오는데 웬만한 가솔린 차보단 연비가 우수합니다
2026 현대 아반떼 하이브리드,8.17,작은소음이 존재하지만 고속도로 주행을 안해서 거슬리는게 많지않음.에어컨 바람소리랑 노래소리가 더 큼.. 바로전에는 트럭과 경차를 사용햇기에 체감은 1.5~2배 좋음 하이브리드 모던(스마트센서)인데 한등급 낮아도 괜찮지만 오래 탈거 같아 모던으로 함. 한달 타본걸로 평가하기는 좀 그렇고 몇년 더 타봐야 알것 같음. 아직 새차라서 그런지 연비는 2~3인기준으로 에어컨키고해서. 표준연비나오는듯 19정도 . 스마트크루즈컨트롤은 쓸만하긴한데 익숙치 않고 못 믿고 주행거리도 짧아서 가끔씩 사용함. 각종 주행경고 .보조기능은 쓸만한듯.출돌방지보조는 격어보진 못함. 차 절대 작진 않음
2026 현대 아반떼 하이브리드,7.00,신규 차량인수 시 외관에 흠결이 있어 AS 요청하였는데 현대차 AS업체에서 굉장히 미온적 대응으로 2회 방문하였으나 아직 해결되지 않았습니다.
2026 현대 아반떼 N,9.50,경차타다가 넘어왔는데 차원이 다릅니다 주행할때마다 기분좋고 신납니다!!!
2026 현대 아반떼 N,9.83,그냥 이 차는 현대가 서민들에게 주는 팬서비스 그 이상 그 이하도 아닙니다. 저 서민인데 다음차 뭐사야 만족하게 될지 벌써 큰일났네요
2026 현대 아반떼 N,9.17,모든 요건을 충족한 가성비 최고의 데일리 스포츠 세단이다. N모드를 누르면 차가 360도 바뀌며 펀카가 되지만 그만큼 연료 게이지가 삭제된다...
2026 현대 아반떼 N,9.00,주행성능 차 가격대비 매우 뛰어남 시트가 많이 딱딱한 느낌 장거리 주행시 불편감 있음 연비는 출력치곤 좋은 편
2026 현대 아반떼 N,8.83,아반떼라는 네임벨류밖에 깔게 없는 차 아반떼 플랫폼을 써서 이가격에 완성할 수 있던 것이라 생각되고 팔아도 적자면 적자지 흑자를 볼 수 없는 우리나라에서 이차를 만들어준 현대에 감사합니다차 달리는 차 치곤 일반 승용차처럼 운전하면 연비 진짜 좋습니다 근데 힘드실겁니다 핸들에 N모드 버튼 접근성이 너무 편하고 습관처럼 누르게 됩니다.. 가속하면서 업쉬프트할때 뱅소리며.. 저속에서 다운쉬프트할때 쾅하며 으르렁대는 배기소리 참을수가 없습니다 팝콘소리가 경박하다고 하는데 유튜브에서 나오는 영상을 핸드폰 틀어서 들으면 타다닥소리만 들리더라구요 실제로 들으면 우렁차고 가벼운 소리가 아닌데..실내도 넓고 좋습니다 전에 타던차가 K5였는데 그차보단 작지만 여자친구랑 둘이 타는 차라서 부족함은 모르겠습니다 뒷자석 공간도 여유 있고요 다만 실내내장재가 플라스틱 덕지덕지라 잡소리가 간간히 들립니다 불만은 없습니다 액셀 좀 밟아주면 화가 다 풀려요 차가 알아서 위로해줍니다 사세요 꼭 데일리도 쌉가능..!
2026 현대 아반떼 N,6.50,가격 대비는 참좋응데 그나마 안좋은건 연비 안좋고 승차감 안좋고 실내수납공간없고 직발좋고 코너링좋고
2026 현대 아반떼 N,9.50,G70 3.3은 모르겠고 2.5보다는 주행느낌 좋음. 최고의 가성비 펀카 현기차에 이 정도로 만족할 만한 차도 없다.
2026 현대 아반떼 N,8.50,가성비 최강!! 이 시대 최고의 펀카!! FL되면서 편의사양에 대한 아쉬움마저 해소됨.
2026 현대 아반떼 N,10.00,출고후 쭉 펀드라이빙만 했는데도 연비가 9키로대 나옵니다 이 성능에 이 디자인에 이 연비까지 ? 잘 만든것 같습니다
2026 현대 아반떼 N,8.67,"동종 성능의 자동차들은 절대 이 가격에 구매 및 유지보수가 불가능하다. 데일리 출퇴근, 주말 레이스등 모든걸 하게 해주는 그저 갓갓.."
2026 현대 아반떼,10.00,아반떼 말해뭐해 블랙 흰색 중에 고민했는데 아마존그레이가 훨씬 이쁜듯...
2026 현대 아반떼,9.67,이 돈으로 이정도 연비 나오는 차는 어려움.. 소음은 많이 올라오고 도로에서 덜그덕 거리는 건 있지만 고속도로에서 21~24나오면 예뻐죽겠음
2026 현대 아반떼,10.00,가격도 합리적인데 막상 달리면 속도도 시원시원하게 나와요 사회초년생이 타기 좋은차입니다!!
2026 현대 아반떼,10.00,고속도로 연비 28 나옴 크기도 크고 편의옵션도 좋음 정숙하면서 차체 안정성도 좋음
2026 현대 아반떼,10.00,새차 첫구매 인데 역시 아반떼 예요 기존에도 아반떼랑니만 탔는데 추후에도 전 아반떼 일꺼 같아요^^
2026 현대 아반떼,8.67,누구나 아는 아반떼의 가성비. 엄청 차를 잘 아는 사람이면 뭐 비교하겠지만 그렇지 않고 적당히 타기에 이만한 차 없을듯
2026 현대 아반떼,7.67,저렴한 가격 에 이정도의 기능이 가능한가요 대단하네요 디자인도 좋아요
2026 현대 아반떼,10.00,진짜 사회초년생 묵은지 회사원 필요없이 정말 좋은 차 같아요. 연비.디자인.편리성 굳굳
2026 현대 아반떼,9.67,가성비 느긋하게 운전하면 도심속 연비 20km까지 나옴 역시는 역시 아반떼 최고임
2026 현대 아반떼,10.00,이만한 차가 없음 역대급 차 무조건 인스퍼 사야함. 연비 레전드고 디자인 이쁘고 옵션 풍부
2026 르노코리아 아르카나 하이브리드 E-Tech,9.50,소형차량 이지만 승차감 좋아요 평균연비도 좋구요 타면 탈수록 만족합니다
2026 르노코리아 아르카나 하이브리드 E-Tech,10.00,이제 1년째 타고 있는 차주입니다. 비슷한 스펙의 차들을 다 타본건 아니지만 여러 장단점을 비교해 보았을때 절대 아깝지 않은 선택이었다고 생각하며 타고있습니다. 여러모로 추천하는 차량!
2026 르노코리아 아르카나 하이브리드 E-Tech,6.00,20000k주행하니 잡소리많이나고 경고등이 수시로뜹니다 연비도 많이떨어집니다
2026 르노코리아 아르카나 하이브리드 E-Tech,9.00,일상에서 무난하게 사용할 수 있는 연비 좋은 차량 수납 공간은 다단다소 부족합니다.
2026 르노코리아 아르카나 하이브리드 E-Tech,8.33,"장점 : 질리지 않는 디자인, 부드러운 주행질감, 적당한 가격 단점 : 최초출시 이후 별로 나아질 기미가 안보이는 소프트웨어 업그레이드(예시 : 옛화질 그대로의 어라운드뷰, 원격시동 원격공조장치 지원 안됨, 무선 안드로이드오토/카플레이시 끊김 현상 등등) 불안정한 ADAS(측방 센서, 차로유지보조 등 오작동 잦음) 엔진/모터 변환 시 특정 속도(42~43km/h)에서만 비정상적인 꿀렁거림 등등 다 적으면 너무 많지만, 동급대비 편안한 승차감과 주행질감, 말도 안되는 연비 등등의 장점이 많아서 잘 참고 타고다니고 있습니다."
2026 르노코리아 아르카나 하이브리드 E-Tech,10.00,오래 오래 타고 싶은 차 만족도 최상입니다
2026 르노코리아 아르카나 하이브리드 E-Tech,8.83,"전동트렁크, TPMS 없음 가성비로 좋음. 복합연비 21~24km/L 정도는 나옴"
2026 르노코리아 아르카나 하이브리드 E-Tech,8.50,여름에는 덥고 겨울에는 춥고 내 차만 이럴까? 하브차중에서는 비슷한 연비. 크게 메리트 없다.
2026 르노코리아 아르카나 하이브리드 E-Tech,9.33,승차감 굿 주행감 굿 하차감 베드 그랑꼴레오스 살꺼같아요 사회초년생 한테는 완전강추
2026 르노코리아 아르카나 하이브리드 E-Tech,8.33,쓸만해요 에이에스 비용이 싸졌으면 함 연비는 좋음 ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ
2026 르노코리아 아르카나,9.33,"여성오너분께 추천합니다 부드럽고 쫀득한 주행감과 컴팩트한 크기, 편의사양으로 어렵지않게 운전할 수 있어요 요즘 차들이 우락부락(?)하게 생긴데 비해 아르카나는 부드럽고 유연한 외관이네요 양반운전하시는분은 모는데 전혀 문제가 없으나 와일드한 주행을 좋아하신다면 패스하세요"
2026 르노코리아 아르카나,9.33,둘이서 타기 정말 좋은차. 트렁크 용량 줄이고 2열 레그룸 조금만 더컷으면...
2026 르노코리아 아르카나,10.00,너무 예쁘고 연비 너무 좋고 승차감 좋고 완벽합니다 사회초년생에게 완벽한 차입니다
2026 르노코리아 아르카나,9.67,"QM6 19년 구매 현재 18만. 좋아요 아들차로 아르카나 구매 안반떼 1.6mpi, cvt 동일하지만 기술의 닛산이 설계한 엔진, 자코트 cvt가 좋지않을까! 고속연비 18 , 디자인 cool 합니다 현대가 이런디자인 내 놓으면 3천부터..."
2026 르노코리아 아르카나,8.33,"주행성능. 연비, 디지인은 어느정도 맘에 들지만 소음 부분은 그저그렇습니다. 헌기차의 잡소리와 내부 소재에 질려서 갈아탄 건데 역시나 소음부분은 하급차의 한계내에 있습니다. 엔진음과 풍절음은 그렇다고 치더라도 운전석 뒷문짝 부위에서 나는 피직거리는 소리는 아무리 잡으려 해도 해결이 안되고 있습니다. 클럽에 들어가봐도 고칠수 없는 소음이고 가장 많은 소음유형 중에 하나라고 합니다. 내부 소음에 민감하신분은 잘 생각해보시고 선택하시기 바랍니다."
